Date;Axe;Régularité composite;Ponctualité origine
2017-12;Nord;86.57424298;83.23036187
2018-01;Europe;88.3;74.6
2018-01;Nord;90.1;85.1
2018-01;Est;94.3;83.9
2018-01;OUIGO;88.3;74.08
2018-01;Atlantique;89.5;86.3
2018-01;Sud-Est;89.3;85.4
2018-02;Nord;86.8;81.4
2018-02;Sud-Est;89.0;84.8
2018-02;Europe;89.6;73.8
2018-02;OUIGO;88.8;73.2
2018-02;Atlantique;87.7;83.2
2018-02;Est;90.5;79.4
2018-03;Atlantique;91.6;85.8
2018-03;OUIGO;92.1;77.8
2018-03;Europe;90.8;71.7
2018-03;Est;88.3;79.1
2018-03;Nord;86.7;83.6
2018-03;Sud-Est;92.2;86.4
2018-04;Atlantique;86.3;81.1
2018-04;Est;91.7;79.0
2018-04;OUIGO;90.8;76.6
2018-04;Europe;87.8;70.4
2018-04;Nord;84.9;79.2
2018-04;Sud-Est;89.8;82.4
2018-05;OUIGO;88.6;76.5
2018-05;Atlantique;88.8;82.3
2018-05;Nord;83.8;80.7
2018-05;Sud-Est;87.8;81.3
2018-05;Est;92.5;74.0
2018-05;Europe;87.9;71.2
2018-06;Atlantique;85.3;81.4
2018-06;Sud-Est;83.9;77.6
2018-06;Est;87.6;74.0
2018-06;Europe;78.2;70.4
2018-06;OUIGO;85.6;71.7
2018-06;Nord;85.5;79.6
2018-07;Nord;78.2;87.3
2018-07;Sud-Est;79.1;87.4
2018-07;Europe;80.1;88.5
2018-07;Est;89.9;87.6
2018-07;Atlantique;82.8;87.9
2018-07;OUIGO;81.0;80.9
2018-08;Nord;86.4;84.1
2018-08;Sud-Est;85.7;78.1
2018-08;Est;90.1;81.3
2018-08;Europe;88.4;66.7
2018-08;Atlantique;87.8;81.0
2018-08;OUIGO;86.6;74.5
2018-09;Sud-Est;87.4;82.3
2018-09;OUIGO;89.7;80.9
2018-09;Atlantique;90.6;85.2
2018-09;Est;90.2;79.2
2018-09;Europe;88.9;69.0
2018-09;Nord;87.7;84.6
2018-10;Est;90.8;80.1
2018-10;Europe;88.9;70.6
2018-10;Nord;87.0;84.0
2018-10;Atlantique;89.7;86.5
2018-10;OUIGO;88.9;80.4
2018-10;Sud-Est;86.0;83.5
2018-11;Atlantique;88.4;86.5
2018-11;Europe;87.1;69.9
2018-11;Nord;88.7;84.4
2018-11;Sud-Est;85.2;82.5
2018-11;Est;93.1;81.5
2018-11;OUIGO;88.7;80.5
2018-12;Nord;86.0;80.9
2018-12;Sud-Est;89.4;83.1
2018-12;Europe;88.8;70.6
2018-12;Atlantique;87.8;85.4
2018-12;Est;88.9;80.9
2018-12;OUIGO;88.4;80.5
2019-01;Sud-Est;92.1;87.2
2019-01;Est;94.3;86.6
2019-01;Nord;92.1;85.6
2019-01;OUIGO;89.0;82.8
2019-01;Atlantique;89.9;87.6
2019-01;Europe;92.3;71.5
2019-02;Europe;90.6;71.0
2019-02;Nord;89.7;83.1
2019-02;OUIGO;87.9;81.9
2019-02;Est;89.8;83.0
2019-02;Atlantique;93.0;90.1
2019-02;Sud-Est;91.2;85.9
2019-03;Nord;89.8;84.7
2019-03;Sud-Est;93.7;89.5
2019-03;Atlantique;91.7;90.6
2019-03;Est;91.0;82.9
2019-03;Europe;91.9;74.8
2019-03;OUIGO;90.6;85.6
2019-04;Atlantique;90.8;90.4
2019-04;Est;93.5;87.4
2019-04;Nord;87.4;83.5
2019-04;OUIGO;90.6;85.4
2019-04;Europe;94.2;77.2
2019-04;Sud-Est;93.7;89.1
2019-05;Nord;90.0;86.5
2019-05;Sud-Est;90.8;90.4
2019-05;OUIGO;91.3;88.8
2019-05;Atlantique;93.3;91.8
2019-05;Est;94.9;89.1
2019-05;Europe;91.5;78.1
2019-06;OUIGO;86.4;81.0
2019-06;Est;89.6;81.0
2019-06;Europe;88.6;74.2
2019-06;Nord;86.3;81.9
2019-06;Sud-Est;88.9;86.7
2019-06;Atlantique;85.3;85.3
2019-07;Nord;87.1;85.0
2019-07;OUIGO;89.0;81.2
2019-07;Sud-Est;87.7;84.0
2019-07;Atlantique;88.4;87.3
2019-07;Est;90.5;82.6
2019-07;Europe;88.9;69.9
2019-08;Europe;90.1;69.1
2019-08;Est;94.3;86.5
2019-08;OUIGO;89.9;82.1
2019-08;Atlantique;90.8;90.3
2019-08;Nord;90.3;86.7
2019-08;Sud-Est;89.1;86.9
2019-09;Atlantique;91.58717748;90.37620297
2019-09;Est;91.85575365;85.67348881
2019-09;Nord;90.41402462;87.1852518
2019-09;OUIGO;91.64456233;85.45816733
2019-09;Europe;91.05805243;69.32409012
2019-09;Sud-Est;91.4303851;87.94683776
2019-10;Est;90.88159032;84.925907
2019-10;Nord;89.86354776;86.5847898
2019-10;Sud-Est;88.79781421;87.82370518
2019-10;Europe;90.81364829;66.94915254
2019-10;OUIGO;87.66048502;83.79928315
2019-10;Atlantique;89.04817861;89.32346723
2019-11;Europe;90.72015466;67.75956284
2019-11;Nord;88.80837359;84.05172414
2019-11;Est;91.17286473;83.01435407
2019-11;Atlantique;85.98704964;86.78650852
2019-11;OUIGO;89.03133903;82.65524625
2019-11;Sud-Est;91.21301107;85.86823414
2019-12;Atlantique;81.74169121;84.48519041
2019-12;Est;90.92575619;82.05128205
2019-12;Europe;87.10762332;69.00763359
2019-12;Nord;87.39967897;80.92485549
2019-12;OUIGO;82.20338983;80.43742406
2019-12;Sud-Est;87.73584906;82.1559633
2020-01;Atlantique;88.1319623;87.40793538
2020-01;OUIGO;88.60759494;83.77723971
2020-01;Nord;84.58364591;83.57308585
2020-01;Est;92.97250109;86.58658659
2020-01;Europe;91.16192831;74.03846154
2020-01;Sud-Est;92.40447344;85.51263001
2020-02;Est;90.71231799;86.21794872
2020-02;Europe;91.11662531;72.77258567
2020-02;Sud-Est;90.48818287;85.0780437
2020-02;Atlantique;92.7279723;91.39762107
2020-02;Nord;85.5158041;80.98530683
2020-02;OUIGO;89.72015991;85.36023055
2020-03;Atlantique;86.61585366;88.69246164
2020-03;Nord;86.33333333;84.77366255
2020-03;OUIGO;85.8643744;83.23754789
2020-03;Est;81.40827671;82.44644091
2020-03;Europe;85.04753673;75.34246575
2020-03;Sud-Est;91.62851537;86.13342648
2020-04;Atlantique;72.77777778;63.11239193
2020-04;Est;92.65175719;88.74598071
2020-04;Sud-Est;89.93288591;60.37037037
2020-04;Europe;80.0;96.66666667
2020-04;Nord;91.84782609;75.41899441
2020-04;OUIGO;;
2020-05;OUIGO;95.53349876;89.72431078
2020-05;Atlantique;91.27192982;91.46100691
2020-05;Nord;89.80169972;87.26673985
2020-05;Est;93.23607427;89.57055215
2020-05;Europe;93.98496241;83.5117773
2020-05;Sud-Est;92.90407359;86.45473393
2020-06;Est;95.7028405;92.62510975
2020-06;Sud-Est;92.73938969;90.49204587
2020-06;Atlantique;94.85530547;92.09431345
2020-06;Nord;90.98000975;89.57055215
2020-06;OUIGO;91.49659864;87.11604096
2020-06;Europe;90.97435897;83.21759259
2020-07;Nord;90.26898734;87.34177215
2020-07;Europe;92.37576583;76.80067002
2020-07;Atlantique;90.42184634;89.52844809
2020-07;OUIGO;88.87614679;83.67816092
2020-07;Est;91.62884518;87.79235596
2020-07;Sud-Est;91.26308104;87.99197794
2020-08;Est;93.09859155;87.89000529
2020-08;Atlantique;89.87012987;89.96940559
2020-08;Europe;92.90364583;74.95948136
2020-08;Nord;92.2605364;89.02912621
2020-08;OUIGO;89.42731278;84.54746137
2020-08;Sud-Est;90.72164948;88.0794702
2020-09;Est;93.37349398;89.4129979
2020-09;Sud-Est;93.28054783;89.96815287
2020-09;Nord;93.21030641;90.51315222
2020-09;OUIGO;91.09977324;87.61363636
2020-09;Atlantique;91.11969112;91.3957935
2020-09;Europe;93.7804878;79.78803936
2020-10;Atlantique;91.74848943;90.05006258
2020-10;Est;93.49742836;88.19474364
2020-10;Nord;92.37085186;89.68723584
2020-10;Sud-Est;91.54604573;90.14369106
2020-10;Europe;91.91279887;79.57931639
2020-10;OUIGO;90.5982906;86.02266595
2020-11;Sud-Est;94.9014276;91.73850575
2020-11;Atlantique;90.73825503;91.65039063
2020-11;Est;96.50900901;92.10866753
2020-11;OUIGO;92.58114374;90.24767802
2020-11;Europe;94.87179487;80.76923077
2020-11;Nord;94.98269896;90.05347594
2020-12;Atlantique;90.82545362;91.50181109
2020-12;OUIGO;92.6183844;88.1533101
2020-12;Sud-Est;94.08408408;90.085796
2020-12;Est;93.7130575;87.32234224
2020-12;Europe;95.06802721;79.33194154
2020-12;Nord;92.67689263;88.15789474
2021-01;Est;89.29920269;86.36172891
2021-01;Nord;89.98553868;88.17787419
2021-01;Europe;88.75471698;67.47169811
2021-01;OUIGO;88.98708362;86.33582597
2021-01;Atlantique;87.21442046;89.9392161
2021-01;Sud-Est;90.86308687;91.56592634
2021-02;Est;92.1589127;87.036069
2021-02;Nord;91.31355932;89.49152542
2021-02;Europe;89.01098901;71.09044801
2021-02;OUIGO;88.87915937;87.12784588
2021-02;Sud-Est;89.87277354;90.17811705
2021-02;Atlantique;89.63277542;90.1324007
2021-03;Europe;91.60493827;73.90946502
2021-03;Est;94.4255938;90.06301503
2021-03;OUIGO;93.33888426;90.50791007
2021-03;Sud-Est;94.23489727;93.19227231
2021-03;Atlantique;95.15871203;93.90271752
2021-03;Nord;94.37177963;90.8045977
2021-04;Atlantique;93.0834753;93.32197615
2021-04;Nord;94.56681351;89.86784141
2021-04;Est;95.37878788;91.43939394
2021-04;Sud-Est;96.22499056;92.67648169
2021-04;Europe;93.48659004;69.15708812
2021-04;OUIGO;94.49423816;90.14084507
2021-05;Atlantique;93.43132751;92.00734956
2021-05;Est;94.53164557;87.13924051
2021-05;Europe;92.15358932;72.95492487
2021-05;Sud-Est;89.70518307;89.84783642
2021-05;OUIGO;92.31962762;90.38013964
2021-05;Nord;91.95961107;88.78085266
2021-06;Atlantique;92.41052178;89.47822337
2021-06;OUIGO;87.78040142;85.77331759
2021-06;Est;91.52704643;85.54332216
2021-06;Sud-Est;86.70532646;88.20876289
2021-06;Europe;91.62601626;71.95121951
2021-06;Nord;89.96763754;87.48651564
2021-07;Sud-Est;89.71502036;86.56524534
2021-07;Atlantique;88.73486919;85.1034752
2021-07;Est;91.42618151;82.05771644
2021-07;OUIGO;88.44515442;84.34504792
2021-07;Nord;92.04209142;84.80762907
2021-07;Europe;89.81173865;70.59800664
2021-08;Nord;91.77857845;87.78250901
2021-08;Sud-Est;90.01291433;87.23633233
2021-08;Atlantique;93.89356815;89.93108729
2021-08;Europe;90.34896401;72.13740458
2021-08;OUIGO;89.98935037;84.07880724
2021-08;Est;91.75;83.375
2021-09;Nord;90.08695652;85.46086957
2021-09;Europe;89.32153392;71.97640118
2021-09;OUIGO;89.57345972;86.19668246
2021-09;Atlantique;91.54197839;89.73399834
2021-09;Est;91.65217391;84.30434783
2021-09;Sud-Est;87.95505618;87.14606742
2021-10;Est;88.8525929;80.35933034
2021-10;Europe;86.3583815;72.19653179
2021-10;OUIGO;88.76728111;86.05990783
2021-10;Atlantique;90.49288513;89.21427098
2021-10;Sud-Est;87.05258506;86.94211224
2021-10;Nord;88.49351513;84.80212837
2021-11;Est;89.22028121;80.31529612
2021-11;Nord;89.22010399;86.44714038
2021-11;OUIGO;85.86698337;83.66983373
2021-11;Atlantique;87.82431052;88.2328907
2021-11;Sud-Est;84.78062157;85.85466179
2021-11;Europe;88.22157434;71.60349854
2021-12;Atlantique;89.92695117;88.50442138
2021-12;Nord;89.88842399;88.0404463
2021-12;Est;91.54191617;83.57035928
2021-12;Europe;87.72117962;71.95710456
2021-12;Sud-Est;89.74842767;87.25366876
2021-12;OUIGO;87.93884485;85.61721404
2022-01;Europe;92.4916573971079;70.02224694104561
2022-01;OUIGO;91.1930043722673;88.06995627732667
2022-01;Atlantique;91.6908212560386;92.15458937198068
2022-01;Est;93.3052792654935;87.06962509563887
2022-01;Nord;92.61581330546848;89.23719958202717
2022-01;Sud-Est;93.3058702368692;90.85478887744594
2022-02;OUIGO;94.35028248587572;90.1443816698054
2022-02;Est;93.9420164430982;82.51839030722631
2022-02;Sud-Est;94.2642320085929;90.20408163265309
2022-02;Europe;92.00000000000004;64.12698412698413
2022-02;Atlantique;91.3279132791328;91.43214509068169
2022-02;Nord;88.5143081144649;80.83104664837319
2022-03;Atlantique;90.74954296160878;90.38391224862887
2022-03;Nord;90.427240603919;80.43687761002248
2022-03;Est;93.0942388401374;80.57993132392217
2022-03;Sud-Est;91.982091982092;88.44118844118844
2022-03;Europe;85.53960659223817;59.4896331738437
2022-03;OUIGO;90.6531531531532;87.83783783783784
2022-04;Atlantique;89.9708773207135;88.4237349836185
2022-04;Est;91.889880952381;79.91071428571429
2022-04;Sud-Est;85.72905894519131;85.19131334022751
2022-04;Europe;86.875;63.28125
2022-04;OUIGO;87.3151308304892;85.72241183162684
2022-04;Nord;89.8631029986962;79.88917861799217
2022-05;OUIGO;88.2385730211817;83.66778149386846
2022-05;Nord;89.5337773549001;77.95750079289564
2022-05;Europe;80.03962357602775;57.30559683011391
2022-05;Atlantique;91.430092264017;89.88644428672818
2022-05;Sud-Est;88.084495488105;85.58244462674324
2022-05;Est;89.8391812865497;77.26608187134502
2022-06;OUIGO;83.16091954022991;80.3448275862069
2022-06;Atlantique;87.1136815470811;87.22212181456715
2022-06;Nord;84.91985606804062;76.54563297350343
2022-06;Est;89.64377524788841;75.98237238340066
2022-06;Sud-Est;79.9247176913425;80.38477624424927
2022-06;Europe;72.79999999999998;53.70666666666667
2022-07;Atlantique;81.4217337351533;82.94628611948237
2022-07;Est;87.3648900484532;77.11516958628401
2022-07;OUIGO;80.4031354983203;79.5632698768197
2022-07;Europe;75.08515815085157;50.17031630170317
2022-07;Nord;81.3151041666667;69.85677083333334
2022-07;Sud-Est;74.34721945385691;73.64959138927645
2022-08;Nord;88.4142173615858;76.24743677375257
2022-08;Est;90.80922738923468;81.10582204320762
2022-08;Sud-Est;82.26324237560189;79.81540930979133
2022-08;OUIGO;85.0921273031826;82.52372975991067
2022-08;Atlantique;87.62940866818741;87.2258290928233
2022-08;Europe;81.04929895974675;54.95251017639078
2022-09;Atlantique;90.6811377245509;88.43562874251496
2022-09;Sud-Est;88.557004627682;84.812789230122
2022-09;Europe;84.4906234161176;56.00608210846427
2022-09;Est;91.4232209737828;81.61048689138578
2022-09;OUIGO;89.8862199747156;84.95575221238938
2022-09;Nord;91.0762032085562;78.20855614973262
2022-10;Atlantique;89.1316025067144;87.46642793196061
2022-10;Nord;86.95928753180661;76.52671755725191
2022-10;Est;90.5419766206164;80.30464045341836
2022-10;Sud-Est;87.1988566761944;83.7893017558187
2022-10;OUIGO;86.9054609512625;82.7363476218438
2022-10;Europe;84.64360587002096;55.922431865828095
2022-11;Europe;85.39156626506023;59.23694779116466
2022-11;Est;90.9771621115687;80.98090602770498
2022-11;Nord;88.4156729131175;77.24020442930153
2022-11;Atlantique;89.7378790474559;87.90474558848723
2022-11;Sud-Est;89.104892117069;85.9218115787225
2022-11;OUIGO;89.68058968058969;86.3022113022113
2022-12;Atlantique;87.19553450608929;83.99864682002706
2022-12;Sud-Est;89.8363479758829;83.95779500430663
2022-12;Europe;88.8083735909823;59.82286634460547
2022-12;OUIGO;86.6071428571429;82.96703296703298
2022-12;Est;80.91795033008489;68.12323168814838
2022-12;Nord;84.69468675654241;73.59238699444886
2023-01;Europe;85.80786026200873;59.93449781659389
2023-01;Atlantique;89.2735527809308;88.63034430571321
2023-01;Est;88.42063804647499;77.51083103584088
2023-01;Sud-Est;89.4033320418442;86.1294072065091
2023-01;OUIGO;88.80822746521478;85.4204476709014
2023-01;Nord;90.84967320261438;81.08015135878914
2023-02;Nord;88.65903213889919;78.50018470631696
2023-02;Sud-Est;89.2242295430393;86.37619553666312
2023-02;Europe;88.875809299588;59.27015891701001
2023-02;OUIGO;91.6146916146916;87.5952875952876
2023-02;Atlantique;93.13135505291552;90.06017846026147
2023-02;Est;92.8;81.34736842105264
2023-03;OUIGO;88.0989180834621;84.54404945904173
2023-03;Nord;90.90909090909088;81.14788437369083
2023-03;Atlantique;90.0695610458143;87.76685056368434
2023-03;Est;92.4210526315789;82.65263157894736
2023-03;Sud-Est;85.06006006006011;84.65965965965965
2023-03;Europe;85.63829787234043;58.04521276595744
2023-04;Atlantique;89.71361776999998;86.14845119812975
2023-04;Sud-Est;86.44718239;84.73035750353463
2023-04;Nord;89.86648408;80.48613488531325
2023-04;OUIGO;85.49810845;81.9672131147541
2023-04;Europe;86.16422947096176;61.30483689538808
2023-04;Est;90.37965352000002;79.35864356800589
2023-05;Atlantique;89.31822404000002;86.7545978079138
2023-05;Sud-Est;90.05155622999999;85.39240022913881
2023-05;Est;89.0386016;75.92862345229425
2023-05;OUIGO;89.28788801;85.14911746804626
2023-05;Nord;90.8379524;80.37169872839908
2023-05;Europe;84.96659242957126;62.58351893095768
2023-06;Est;85.09339080000001;75.39511494252874
2023-06;OUIGO;85.08014796999998;81.2577065351418
2023-06;Sud-Est;82.21060781999999;80.68137824235386
2023-06;Europe;84.05797101710144;58.862876254180605
2023-06;Atlantique;87.28054460999999;84.03797921891794
2023-06;Nord;86.37719589;77.59363606231355
2023-07;Sud-Est;85.8583936;81.51884278644842
2023-07;Est;85.3285968;74.84902309058614
2023-07;Nord;87.35709482;77.00067249495629
2023-07;OUIGO;84.42240373;81.91365227537923
2023-07;Atlantique;86.80568371000001;82.74589407639786
2023-07;Europe;84.41427853009048;60.93514328808446
2023-08;Atlantique;88.46435101;86.28884826325411
2023-08;Nord;91.7743032;81.10129163834127
2023-08;Sud-Est;84.10496720000002;81.74320524835989
2023-08;Europe;84.42708333585416;59.375
2023-08;OUIGO;85.88098016;82.73045507584598
2023-08;Est;87.00745474;74.76038338658148
2023-09;Est;86.42279282000001;75.80021104467112
2023-09;Nord;89.24252069;79.15340547422024
2023-09;Sud-Est;87.36314715;83.33642605307107
2023-09;OUIGO;87.36462094000001;84.59687123947052
2023-09;Europe;85.96997690666859;63.10623556581986
2023-09;Atlantique;86.02822941;85.02769340718241
2023-10;Atlantique;87.47408431;86.33379405666896
2023-10;Est;84.45277872;74.59938629389703
2023-10;Sud-Est;87.99194582;84.1845140032949
2023-10;OUIGO;87.16295428000002;82.88393903868698
2023-10;Nord;89.26399027000002;79.74452554744525
2023-10;Europe;81.96347032239727;64.04109589041096
2023-11;Sud-Est;88.58778625999999;85.95419847328245
2023-11;Atlantique;83.43949045;83.4940855323021
2023-11;Est;83.49479726999999;73.87872264083244
2023-11;Nord;86.34274458;78.26657912015759
2023-11;OUIGO;84.71100062;81.23057799875698
2023-11;Europe;75.70921985654255;59.692671394799056
2023-12;OUIGO;85.52787663000001;83.27402135231317
2023-12;Atlantique;86.84210526;87.23328591749645
2023-12;Europe;85.4919399655253;61.97887715397443
2023-12;Est;86.65785997;76.2549537648613
