Date;Axe;Régularité composite;Ponctualité origine
2023-12;Nord;86.8174475;79.25686591276252
2023-12;Sud-Est;90.35311249;88.56934838005095
2024-01;Nord;82.45276977;79.47486391290425
2024-01;OUIGO;83.04477612;80.53731343283582
2024-01;Est;86.31426503000002;78.63866763215061
2024-01;Europe;86.79692125146241;64.94967436352871
2024-01;Atlantique;88.19614711;88.17863397548162
2024-01;Sud-Est;88.61483467;87.73905272564791
2024-02;Nord;88.56036607;82.259767687434
2024-02;Sud-Est;89.14373089;88.70412844036697
2024-02;Est;88.39322594000001;81.5778603882693
2024-02;OUIGO;90.00661813;89.01389808074123
2024-02;Atlantique;91.22182680999998;91.20205614867535
2024-02;Europe;88.72976338951433;65.56662515566624
2024-03;Nord;88.22620519;82.13844252163165
2024-03;Atlantique;86.89582970000001;86.8085848891991
2024-03;Sud-Est;88.12684365999999;89.03023598820059
2024-03;Europe;89.98855835399885;64.07322654462243
2024-03;Est;91.23984458;81.06676086188625
2024-03;OUIGO;87.44819419999999;85.43516873889875
2024-04;Atlantique;91.42503535999998;89.76308345120226
2024-04;Est;86.18513324;78.43618513323983
2024-04;Sud-Est;88.52680293;88.12186656382568
2024-04;Nord;85.14215836;81.87098746560685
2024-04;OUIGO;85.67931457;83.29253365973072
2024-04;Europe;87.42985409974749;63.41189674523008
2024-05;Atlantique;92.82423813;90.85754783841249
2024-05;Est;90.7530648;80.0
2024-05;Nord;88.87488182000001;83.8323353293413
2024-05;Sud-Est;89.08045977;88.11642565813868
2024-05;Europe;87.82929399353003;65.4899894625922
2024-05;OUIGO;86.26760563;85.68075117370893
2024-06;Nord;84.51923077;80.8974358974359
2024-06;Europe;86.06513614485851;67.05819540843567
2024-06;OUIGO;88.07785888000001;83.88077858880779
2024-06;Sud-Est;86.62979209999999;87.56437154300973
2024-06;Atlantique;90.77583125;88.09438684304612
2024-06;Est;90.01763668;80.24691358024691
2024-07;Atlantique;86.01649337;85.81929006812477
2024-07;Nord;83.00163132;80.0978792822186
2024-07;Europe;84.57635718036529;60.4261796042618
2024-07;Est;86.55185049;79.95602784902894
2024-07;Sud-Est;85.99733282999999;85.97828157744333
2024-07;OUIGO;83.49225268;81.64481525625746
2024-08;Nord;91.01910828;83.7579617834395
2024-08;Sud-Est;90.27326581;87.1584177336136
2024-08;Europe;91.34720701069004;65.00547645125958
2024-08;OUIGO;88.38559814;82.63646922183507
2024-08;Est;90.42316258;79.43578322197476
2024-08;Atlantique;90.09151707;89.24674410418866
2024-09;Est;91.1754324;79.59759971761383
2024-09;OUIGO;85.28678304;82.98004987531172
2024-09;Atlantique;88.10283687999998;89.37943262411348
2024-09;Sud-Est;87.05339991999999;86.3234729158663
2024-09;Nord;86.86679174000001;83.77110694183865
2024-09;Europe;87.03805846605626;61.11417539988968
2024-10;Sud-Est;90.03378378;86.52402402402403
2024-10;Europe;90.57507987290737;64.05750798722045
2024-10;OUIGO;87.92588165000001;84.39928272564255
2024-10;Atlantique;90.45657398;90.06179196704429
2024-10;Est;89.43827783000002;76.95930036999664
2024-10;Nord;90.04796162999999;84.26258992805755
2024-11;Sud-Est;85.14436853000001;86.55499228565131
2024-11;Atlantique;86.04607251;85.38519637462235
2024-11;Est;86.37174455999998;76.91758829825187
2024-11;Europe;84.98233215592461;59.06949352179034
2024-11;OUIGO;84.7129506;83.17757009345794
2024-11;Nord;86.31436314000001;83.90921409214093
2024-12;Est;87.15348208;75.25354969574036
2024-12;Nord;86.02220771;81.58066623122141
2024-12;Sud-Est;88.96091516000001;87.34032411820782
2024-12;OUIGO;88.59857482;86.40142517814728
2024-12;Atlantique;88.94177957;89.82057854265837
2024-12;Europe;84.86262311762572;58.26853291861068
2025-01;Est;90.7948244;81.1090573012939
2025-01;OUIGO;87.75981524000001;84.75750577367207
2025-01;Atlantique;86.69340138999999;89.15421071819176
2025-01;Nord;83.53503185;80.82802547770702
2025-01;Sud-Est;88.51449274999999;87.39130434782608
2025-01;Europe;85.4830551347648;61.810824481537686
2025-02;Est;88.04255318999999;81.74468085106383
2025-02;Europe;87.81979977783094;61.23470522803115
2025-02;Nord;88.03691871;83.31558395456159
2025-02;Sud-Est;88.54349951;87.68328445747801
2025-02;Atlantique;90.69767442;90.33680834001603
2025-02;OUIGO;85.18762344000001;81.4351547070441
2025-03;Sud-Est;88.94117647;88.92307692307693
2025-03;Est;88.22284908;81.5937940761636
2025-03;Europe;87.34693877301531;64.94897959183673
2025-03;OUIGO;89.12009512;87.21759809750297
2025-03;Nord;89.48051948000001;83.05194805194806
2025-03;Atlantique;92.26136156;91.23927724037232
2025-04;Europe;88.1163708087574;63.3629191321499
2025-04;Nord;88.03780965;83.14863102998696
2025-04;Sud-Est;90.45882127;89.30696870800537
2025-04;OUIGO;90.88108441;86.4448552064079
2025-04;Atlantique;90.81317082;88.35728579225032
2025-04;Est;90.95423909000002;81.3409010287336
2025-05;Nord;89.72148541;82.36074270557029
2025-05;Sud-Est;90.33646321999998;88.86932707355243
2025-05;OUIGO;87.37926593999998;84.80360592401803
2025-05;Atlantique;92.19269103;90.05167958656331
2025-05;Est;89.3115942;78.94927536231884
2025-05;Europe;84.11354581629482;59.81075697211156
2025-06;Est;84.10920546;75.56877843892195
2025-06;OUIGO;81.78243775;79.2267365661861
2025-06;Nord;84.95636997999999;79.54624781849913
2025-06;Sud-Est;85.98351001;84.96270121711818
2025-06;Europe;77.41448691993963;58.35010060362173
2025-06;Atlantique;84.62515883;84.53439825739699
2025-07;Est;84.48795181;74.32228915662651
2025-07;OUIGO;83.79493223;79.61107837360048
2025-07;Atlantique;88.05485384;85.61891014074341
2025-07;Nord;83.95152405;78.18582445831804
2025-07;Sud-Est;80.82647865;80.57187622405013
2025-07;Europe;77.11349836559552;63.42830453059318
2025-08;Atlantique;86.54850746;86.92164179104478
2025-08;Sud-Est;83.84340223000001;83.50556438791733
2025-08;OUIGO;83.94415358;80.45375218150087
2025-08;Nord;85.86585828;80.44713906782872
2025-08;Europe;81.80501930441602;66.94015444015444
2025-08;Est;86.81992337;77.93103448275862
2025-09;Est;90.29092184;81.70347003154575
2025-09;OUIGO;86.75213674999999;84.004884004884
2025-09;Sud-Est;83.85309807;84.7968814115716
2025-09;Europe;74.25742574222511;64.04377279833247
2025-09;Atlantique;85.99522147;86.82227531703731
2025-09;Nord;86.96241111;80.39282086014224
2025-10;Europe;74.29614181228884;63.190823774765384
2025-10;OUIGO;85.61151079;81.65467625899281
2025-10;Est;87.96202102000001;78.87419464225161
2025-10;Sud-Est;84.46120262;84.58027386386188
2025-10;Atlantique;90.42457091;87.65432098765432
2025-10;Nord;83.36020639;80.87713640761045
2025-11;Atlantique;86.73864003;85.38511118272639
2025-11;OUIGO;84.20490928;81.00320170757738
2025-11;Nord;82.5353083;80.98518773682397
2025-11;Est;86.9122807;78.56140350877193
2025-11;Europe;77.1611526134365;62.00640341515475
2025-11;Sud-Est;83.53632927;84.04031919361613
2025-12;Nord;82.65935572000002;79.47224126113777
2025-12;OUIGO;84.13760153;79.21643573817488
2025-12;Atlantique;89.52305246;85.99364069952306
2025-12;Europe;78.85375493747036;59.58498023715415
2025-12;Est;87.04453441;75.67476383265857
2025-12;Sud-Est;84.14220092;82.82404633513082
